t px py theta vx vy omega ax ay alpha 
0.00145 0.1878926179 -0.03564326599 -0.003857403618 -1.908137047 -1.692625262 -8.976535622 -2193.626724 -1793.33466 -9525.861428
0.00146 0.187873427 -0.03566028169 -0.003947644089 -1.930040641 -1.710504753 -9.071511086 -2187.151524 -1782.612136 -9469.489453
0.00147 0.1878540174 -0.03567747564 -0.004038831507 -1.951880068 -1.728277438 -9.165925065 -2180.613294 -1771.814051 -9412.718429
0.00148 0.1878343897 -0.03569484678 -0.004130960198 -1.973652898 -1.745940974 -9.259765143 -2174.012171 -1760.942034 -9355.556845
0.00149 0.1878145446 -0.03571239401 -0.004224024443 -1.995360303 -1.763496221 -9.3530359 -2167.528393 -1750.156298 -9298.85432
0.0015 0.1877944828 -0.03573011626 -0.004318018573 -2.017003458 -1.780944044 -9.445741938 -2161.041893 -1739.351288 -9242.05096
0.00151 0.1877742049 -0.03574801244 -0.004412936909 -2.038581133 -1.798283196 -9.537876654 -2154.43269 -1728.422311 -9184.591367
0.00152 0.1877537115 -0.03576608147 -0.004508773703 -2.060092104 -1.815512445 -9.629433527 -2147.881028 -1717.529665 -9127.325608
0.00153 0.1877330033 -0.03578432225 -0.004605523229 -2.081538746 -1.832633744 -9.720422928 -2141.386929 -1706.673749 -9070.255743
0.00154 0.187712081 -0.03580273369 -0.004703179781 -2.102919836 -1.84964588 -9.81083843 -2134.830427 -1695.750018 -9012.827156
0.00155 0.1876909453 -0.03582131471 -0.004801737616 -2.124235348 -1.866548708 -9.900679278 -2128.271638 -1684.812374 -8955.325637
0.00156 0.1876695967 -0.03584006421 -0.004901190983 -2.145485262 -1.883342094 -9.989944767 -2121.710641 -1673.8618 -8897.756303
0.00157 0.1876480359 -0.0358589811 -0.005001534125 -2.166669555 -1.900025914 -10.07863424 -2115.147514 -1662.899271 -8840.124228
0.00158 0.1876262636 -0.03587806428 -0.00510276128 -2.187788206 -1.916600052 -10.16674711 -2108.64234 -1651.978321 -8782.713286
0.00159 0.1876042804 -0.03589731265 -0.005204866707 -2.208842396 -1.933065454 -10.25428838 -2102.075159 -1640.994479 -8724.969241
0.0016 0.1875820871 -0.03591672513 -0.00530784463 -2.229829704 -1.949419923 -10.3412464 -2095.446111 -1629.949341 -8666.900397
0.00161 0.1875596841 -0.0359363006 -0.005411689244 -2.250751313 -1.965664424 -10.42762629 -2088.935228 -1619.000959 -8609.345119
0.00162 0.1875370723 -0.03595603797 -0.005516394792 -2.271608404 -1.981799926 -10.51343321 -2082.422566 -1608.045008 -8551.74992
0.00163 0.1875142523 -0.03597593614 -0.005621955516 -2.29239976 -1.997825313 -10.59866123 -2075.788271 -1596.978108 -8493.566245
0.00164 0.1874912247 -0.03599599401 -0.005728365596 -2.313124165 -2.013739483 -10.68330451 -2069.212385 -1585.958405 -8435.632943
0.00165 0.1874679901 -0.03601621048 -0.00583561924 -2.333784003 -2.029544475 -10.76737386 -2062.694919 -1574.986135 -8377.951236
0.00166 0.1874445493 -0.03603658445 -0.00594371068 -2.35437806 -2.045239204 -10.85086352 -2056.116036 -1563.958079 -8319.973412
0.00167 0.1874209029 -0.03605711481 -0.006052634117 -2.37490632 -2.060823638 -10.93377333 -2049.535778 -1552.927333 -8261.981058
0.00168 0.1873970515 -0.03607780047 -0.006162383753 -2.395368772 -2.076297755 -11.01610316 -2042.954218 -1541.894772 -8203.978735
0.00169 0.1873729958 -0.03609864031 -0.006272953787 -2.415765402 -2.09166154 -11.09785294 -2036.371428 -1530.861264 -8145.970957
0.0017 0.1873487365 -0.03611963324 -0.006384338419 -2.436096197 -2.10691499 -11.17902263 -2029.787478 -1519.827667 -8087.962188
0.00171 0.1873242742 -0.03614077816 -0.006496531848 -2.456361148 -2.122058107 -11.25961225 -2023.262368 -1508.846601 -8030.231544
0.00172 0.1872996096 -0.03616207396 -0.006609528301 -2.476561442 -2.137091936 -11.33962733 -2016.676281 -1497.815041 -7972.232318
0.00173 0.1872747433 -0.03618351954 -0.006723321977 -2.496694672 -2.152014428 -11.419057 -2010.029353 -1486.734517 -7913.972484
0.00174 0.187249676 -0.03620511379 -0.006837907051 -2.516762027 -2.166826648 -11.49790689 -2003.501377 -1475.760527 -7856.277081
0.00175 0.1872244084 -0.03622685562 -0.006953277754 -2.536764698 -2.181529661 -11.57618266 -1996.97255 -1464.790202 -7798.600223
0.00176 0.1871989411 -0.03624874393 -0.007069428318 -2.556701477 -2.196122479 -11.65387904 -1990.323173 -1453.7217 -7740.401368
0.00177 0.1871732747 -0.03627077761 -0.007186352922 -2.57657116 -2.210604127 -11.73099085 -1983.733046 -1442.710617 -7682.506078
0.00178 0.18714741 -0.03629295557 -0.007304045778 -2.596376137 -2.224976722 -11.80752932 -1977.202167 -1431.757013 -7624.914652
0.00179 0.1871213475 -0.0363152767 -0.007422501126 -2.616115203 -2.239239302 -11.88348932 -1970.610851 -1420.759216 -7567.08745
0.0018 0.187095088 -0.0363377399 -0.007541713184 -2.635788353 -2.253391944 -11.95887126 -1964.019055 -1409.769372 -7509.301105
0.00181 0.187068632 -0.03636034408 -0.007661676173 -2.655395584 -2.26743473 -12.03367555 -1957.426842 -1398.78823 -7451.559524
0.00182 0.1870419804 -0.03638308814 -0.007782384319 -2.67493689 -2.281367751 -12.10790267 -1950.834277 -1387.816532 -7393.866561
0.00183 0.1870151336 -0.03640597099 -0.007903831853 -2.694412269 -2.295191105 -12.18155312 -1944.301275 -1376.905991 -7336.496607
0.00184 0.1869880924 -0.03642899152 -0.008026013037 -2.713822916 -2.308905916 -12.25463284 -1937.708162 -1365.955021 -7278.910462
0.00185 0.1869608575 -0.03645214865 -0.008148922114 -2.733166433 -2.322510258 -12.32713159 -1931.055073 -1354.96508 -7221.115714
0.00186 0.1869334294 -0.03647544128 -0.008272553303 -2.752444018 -2.33600527 -12.39905542 -1924.521557 -1344.089139 -7163.924242
0.00187 0.1869058089 -0.03649886831 -0.008396900886 -2.771656865 -2.349392093 -12.47041035 -1917.987958 -1333.225781 -7106.797727
0.00188 0.1868779966 -0.03652242867 -0.008521959149 -2.790803778 -2.362669843 -12.54119167 -1911.334728 -1322.274678 -7049.20352
0.00189 0.1868499932 -0.03654612126 -0.008647722334 -2.809883561 -2.375837648 -12.61139474 -1904.741427 -1311.388909 -6991.954059
0.0019 0.1868217993 -0.03656994498 -0.008774184716 -2.828898608 -2.388897681 -12.68103106 -1898.208039 -1300.568371 -6935.048808
0.00191 0.1867934155 -0.03659389876 -0.008901340604 -2.847847724 -2.40184908 -12.75009605 -1891.615035 -1289.71292 -6877.956071
0.00192 0.1867648426 -0.03661798152 -0.009029184289 -2.866730911 -2.414692005 -12.81859052 -1885.022282 -1278.873766 -6820.947628
