t px py theta vx vy omega ax ay alpha 
0.0073 0.1616781107 -0.0505698633 -0.08370503138 -4.533177444 -1.671442897 -9.029101808 56.5889118 237.5993162 1261.236154
0.0074 0.161225049 -0.0507358355 -0.0846017199 -4.52832387 -1.648157165 -8.90549777 40.47246234 228.1787149 1211.177892
0.0075 0.1607723923 -0.05089952545 -0.08548629418 -4.525073884 -1.625790687 -8.786779058 24.31714655 219.1396256 1163.126956
0.0076 0.1603198886 -0.05106105565 -0.08635940833 -4.52674164 -1.605475887 -8.679073211 -71.0130613 182.7059034 966.9009156
0.0077 0.1598666996 -0.05122074841 -0.08722279749 -4.538610444 -1.588948965 -8.591780829 -166.263844 148.1624141 780.7003701
0.0078 0.1594118485 -0.05137895785 -0.08807837063 -4.559974581 -1.57577811 -8.522585882 -260.953375 115.5644006 604.845458
0.0079 0.1589543879 -0.05153601021 -0.08892788772 -4.590794605 -1.565776836 -8.470496713 -355.3594193 84.77243091 438.5960061
0.008 0.1584933741 -0.05169221333 -0.08977301072 -4.631032171 -1.558762762 -8.434542512 -449.3701621 55.79334683 282.0016343
0.0081 0.1580278673 -0.05184785686 -0.09061530492 -4.680646519 -1.554555458 -8.413761825 -542.8723559 28.64139259 135.1512657
0.0082 0.1575569319 -0.05200321258 -0.0914562401 -4.739598706 -1.552977018 -8.40720571 -636.08181 3.229457846 -2.415479706
0.0083 0.1570796361 -0.05215853448 -0.09229719133 -4.807847009 -1.553849738 -8.413925231 -728.8815577 -20.41085795 -130.5171293
0.0084 0.1565950525 -0.05231405883 -0.09313943884 -4.885350069 -1.556996467 -8.432973437 -821.153406 -42.24279231 -248.9444795
0.0085 0.1561022574 -0.05247000418 -0.09398416813 -4.972066713 -1.5622399 -8.463401526 -913.1074534 -62.32869048 -358.0253169
0.0086 0.1556003319 -0.05262657124 -0.09483246924 -5.067952515 -1.569400922 -8.504249936 -1004.512644 -80.58527351 -457.2987644
0.0087 0.1550883611 -0.05278394278 -0.09568533597 -5.172964035 -1.578299471 -8.554552979 -1095.575686 -97.06203069 -547.0231657
0.0088 0.1545654349 -0.05294228343 -0.09654366482 -5.287054297 -1.588752691 -8.613328843 -1186.172708 -111.7013202 -626.876216
0.0089 0.1540306476 -0.05310173946 -0.09740825368 -5.410177044 -1.600575874 -8.679584676 -1276.17904 -124.4436919 -696.525324
0.009 0.1534830985 -0.05326243846 -0.09827979984 -5.542282242 -1.613580801 -8.752307541 -1365.796976 -135.3243195 -756.1505262
0.0091 0.1529218919 -0.0534244891 -0.0991588989 -5.683319246 -1.62757643 -8.830468085 -1454.899524 -144.2775465 -805.384624
