t x y 
2e-05 6.27743856220419e+66 0
3e-05 6.27743856220419e+66 0
4e-05 6.27743856220419e+66 0
5e-05 6.27743856220419e+66 0
6e-05 6.27743856220419e+66 0
7e-05 6.27743856220419e+66 0
8e-05 6.27743856220419e+66 0
9e-05 6.27743856220419e+66 0
0.0001 6.27743856220419e+66 0
0.00011 6.27743856220419e+66 0
0.00012 6.27743856220419e+66 0
0.00013 6.27743856220419e+66 0
0.00014 6.27743856220419e+66 0
0.00015 6.27743856220419e+66 0
0.00016 6.27743856220419e+66 0
0.00017 6.27743856220419e+66 0
0.00018 6.27743856220419e+66 0
0.00019 6.27743856220419e+66 0
0.0002 6.27743856220419e+66 0
0.00021 6.27743856220419e+66 0
0.00022 6.27743856220419e+66 0
0.00023 6.27743856220419e+66 0
0.00024 6.27743856220419e+66 0
0.00025 6.27743856220419e+66 0
0.00026 6.27743856220419e+66 0
0.00027 6.27743856220419e+66 0
0.00028 6.27743856220419e+66 0
0.00029 6.27743856220419e+66 0
0.0003 6.27743856220419e+66 0
0.00031 6.27743856220419e+66 0
0.00032 6.27743856220419e+66 0
0.00033 6.27743856220419e+66 0
0.00034 6.27743856220419e+66 0
0.00035 6.27743856220419e+66 0
0.00036 6.27743856220419e+66 0
0.00037 6.27743856220419e+66 0
0.00038 6.27743856220419e+66 0
0.00039 6.27743856220419e+66 0
0.0004 6.27743856220419e+66 0
0.00041 6.27743856220419e+66 0
0.00042 6.27743856220419e+66 0
0.00043 6.27743856220419e+66 0
0.00044 6.27743856220419e+66 0
0.00045 6.27743856220419e+66 0
0.00046 6.27743856220419e+66 0
0.00047 6.27743856220419e+66 0
0.00048 6.27743856220419e+66 0
0.00049 6.27743856220419e+66 0
0.0005 6.27743856220419e+66 0
0.00051 6.27743856220419e+66 0
0.00052 6.27743856220419e+66 0
0.00053 6.27743856220419e+66 0
0.00054 6.27743856220419e+66 0
0.00055 6.27743856220419e+66 0
0.00056 6.27743856220419e+66 0
0.00057 6.27743856220419e+66 0
0.00058 6.27743856220419e+66 0
0.00059 6.27743856220419e+66 0
0.0006 6.27743856220419e+66 0
0.00061 6.27743856220419e+66 0
0.00062 6.27743856220419e+66 0
0.00063 6.27743856220419e+66 0
0.00064 6.27743856220419e+66 0
0.00065 6.27743856220419e+66 0
0.00066 6.27743856220419e+66 0
0.00067 6.27743856220419e+66 0
0.00068 6.27743856220419e+66 0
0.00069 6.27743856220419e+66 0
0.0007 6.27743856220419e+66 0
0.00071 6.27743856220419e+66 0
0.00072 6.27743856220419e+66 0
0.00073 6.27743856220419e+66 0
0.00074 6.27743856220419e+66 0
0.00075 6.27743856220419e+66 0
0.00076 6.27743856220419e+66 0
0.00077 6.27743856220419e+66 0
0.00078 6.27743856220419e+66 0
0.00079 6.27743856220419e+66 0
0.0008 6.27743856220419e+66 0
0.00081 6.27743856220419e+66 0
0.00082 6.27743856220419e+66 0
0.00083 6.27743856220419e+66 0
0.00084 6.27743856220419e+66 0
0.00085 6.27743856220419e+66 0
0.00086 6.27743856220419e+66 0
0.00087 6.27743856220419e+66 0
0.00088 6.27743856220419e+66 0
0.00089 6.27743856220419e+66 0
0.0009 6.27743856220419e+66 0
0.00091 6.27743856220419e+66 0
0.00092 6.27743856220419e+66 0
0.00093 6.27743856220419e+66 0
0.00094 6.27743856220419e+66 0
0.00095 6.27743856220419e+66 0
0.00096 6.27743856220419e+66 0
0.00097 6.27743856220419e+66 0
0.00098 6.27743856220419e+66 0
0.00099 6.27743856220419e+66 0
0.001 6.27743856220419e+66 0
0.00101 6.27743856220419e+66 0
0.00102 6.27743856220419e+66 0
0.00103 6.27743856220419e+66 0
0.00104 6.27743856220419e+66 0
0.00105 6.27743856220419e+66 0
0.00106 6.27743856220419e+66 0
0.00107 6.27743856220419e+66 0
0.00108 6.27743856220419e+66 0
0.00109 6.27743856220419e+66 0
